recipient_id,name,all_names,ein,city,state,zip,irc_section,first_fy,last_fy,years,n_rows,total_cash,metrics_company,metrics_programs,metrics_industry,metrics_match_score,metrics_commit_total,metrics_jobs_retained_max,metrics_jobs_created_sum,metrics_months
EIN:010499341,MODULA INC,MODULA INC,010499341,FRANKLIN,OH,45005,,2020,2020,2020,1,225000,Modula Inc.,Economic Development Grant,Advanced Manufacturing,1.00,625000,110,160,2019-Jul 2024-Oct
EIN:201498559,BDG WRAP-TITE INC,BDG WRAP-TITE INC,201498559,SOLON,OH,44139,,2021,2021,2021,1,225000,,,,,,,,
EIN:340894745,PRINCIPLE BUSINESS ENTERPRISES INC,PRINCIPLE BUSINESS ENTERPRISES INC,340894745,DUNBRIDGE,OH,43414,,2023,2024,2023 2024,2,225000,"Principle Business Enterprises, Inc.",Workforce Grant,Advanced Manufacturing,1.00,225000,337,34,2022-Apr
EIN:812174460,OATS OVERNIGHT INC,OATS OVERNIGHT INC,812174460,TEMPE,AZ,85281,,2024,2024,2024,1,225000,"Oats Overnight, Inc",Economic Development Grant,Food and Agribusiness,1.00,850000,179,359,2023-Oct 2025-Jun
EIN:134212209,Pillar Technology Group LLC,Pillar Technology Group LLC,134212209,Columbus,OH,43215,,2018,2018,2018,1,224642,"Pillar Technology Group, LLC",Research & Development Grant; Workforce Grant,Information Services and Software,1.00,2225000,154,85,2017-Dec 2018-Apr
EIN:820628587,BRANCH FINANCIAL INC,BRANCH FINANCIAL INC,820628587,COLUMBUS,OH,43215,,2021,2024,2021 2022 2023 2024,4,220670,,,,,,,,
EIN:475369803,EAGLE FAMILY FOODS GROUP LLC,EAGLE FAMILY FOODS GROUP LLC,475369803,RICHFIELD,OH,44286,,2021,2021,2021,1,215000,Eagle Family Foods Group LLC,Economic Development Grant,Food and Agribusiness,1.00,215000,54,56,2020-Apr
EIN:630139000,MCWANE INC,MCWANE INC,630139000,COSHOCTON,OH,43812,,2023,2024,2023 2024,2,212704,,,,,,,,
EIN:043689503,OHIO ASSOCIATED ENTERPRISES LLC,OHIO ASSOCIATED ENTERPRISES LLC,043689503,PAINESVILLE,OH,44077,,2021,2021,2021,1,211925,"Ohio Associated Enterprises, LLC",Revitalization Grant; Workforce Grant,Technology,1.00,300000,177,176,2020-Nov
EIN:823898039,MAGNODE LLC,MAGNODE LLC,823898039,TRENTON,NJ,45067,,2024,2024,2024,1,210250,"Magnode, LLC",Economic Development Grant,Advanced Manufacturing,1.00,200000,232,171,2021-Jun
EIN:900751535,Lakeview Farms LLC,Lakeview Farms LLC,900751535,Delphos,OH,45833,,2015,2015,2015,1,200000,,,,,,,,
EIN:208333491,Next Generation Films Inc,Next Generation Films Inc,208333491,Lexington,OH,44904,,2015,2016,2015 2016,2,200000,"Next Generation Films, Inc.",Growth Fund Loan; Workforce Grant,Advanced Manufacturing,1.00,4300000,606,278,2015-Oct 2017-Aug 2020-Mar
EIN:344346145,Sauder Woodworking Co,Sauder Woodworking Co,344346145,Archbold,OH,43502,,2015,2017,2015 2017,2,200000,Sauder Woodworking Co.,Economic Development Grant,Advanced Manufacturing,1.00,100000,1976,100,2015-Jun
EIN:341616556,Scranton Development Company,Scranton Development Company,341616556,Cleveland,OH,44113,,2015,2015,2015,1,200000,Scranton Development Company,Revitalization Grant Phase II,Other,1.00,200000,,,2015-May
EIN:451759535,Artiflex Manufacturing LLC,Artiflex Manufacturing LLC,451759535,Wooster,OH,44691,,2016,2016,2016,1,200000,,,,,,,,
EIN:341919610,Encore Industries Inc,Encore Industries Inc,341919610,Cambridge,OH,43725,,2016,2016,2016,1,200000,"Encore Industries, Inc.",Economic Development Grant,Advanced Manufacturing,1.00,200000,189,35,2015-Aug
EIN:146075575,Mohawk Fine Papers Inc,Mohawk Fine Papers Inc,146075575,Ashtabula,OH,44004,,2016,2016,2016,1,200000,,,,,,,,
EIN:272624327,TerraSmart LLC,TerraSmart LLC,272624327,Columbus,OH,43207,,2016,2016,2016,1,200000,TerraSmart LLC,Revitalization Grant,Advanced Manufacturing,1.00,200000,,31,2015-Aug
EIN:952797355,ThyssenKrupp Bilstein of America Inc,ThyssenKrupp Bilstein Of America | ThyssenKrupp Bilstein of America Inc,952797355,Hamilton,OH,45015,,2016,2017,2016 2017,2,200000,"ThyssenKrupp Bilstein of America, Inc.",Economic Development Grant,Automotive,1.00,500000,586,75,2022-May
EIN:341185757,Arhaus LLC,Arhaus LLC,341185757,Walton Hills,OH,44146,,2017,2017,2017,1,200000,,,,,,,,
EIN:311752403,Masters Pharmaceutical Inc,Masters Pharmaceutical Inc,311752403,Cincinnati,OH,45240,,2017,2017,2017,1,200000,"Masters Pharmaceutical, Inc.",Economic Development Grant,Biohealth,1.00,200000,229,100,2016-Mar
EIN:205839715,The Imperial Electric Company,The Imperial Electric Company,205839715,Middleport,OH,45760,,2017,2017,2017,1,200000,The Imperial Electric Company,Economic Development Grant,Advanced Manufacturing,1.00,200000,27,18,2016-Mar
EIN:361178800,Wilbert Plastic Services,Wilbert Plastic Services,361178800,Bellevue,OH,44811,,2017,2017,2017,1,200000,,,,,,,,
EIN:310798878,Marion Technical College,Marion Technical College,310798878,Marion,OH,43302,501(c)(3),2017,2017,2017,1,200000,,,,,,,,
EIN:202016358,COMPOSITE ADVANTAGE LLC,COMPOSITE ADVANTAGE LLC | Composite Advantage LLC,202016358,DAYTON,OH,45404,,2018,2022,2018 2022,2,200000,Composite Advantage LLC,Revitalization Grant,Advanced Manufacturing,1.00,325000,92,90,2017-Jun
EIN:942912316,Dole Fresh Vegetables Inc,Dole Fresh Vegetables Inc,942912316,Springfield,OH,45502,,2018,2018,2018,1,200000,,,,,,,,
EIN:980208105,JOHNSON MEDTECH LLC,JOHNSON MEDTECH LLC | Johnson Medtech LLC,980208105,METHUEN,MA,01844,,2018,2019,2018 2019,2,200000,,,,,,,,
EIN:352586251,KLK Property Holdings LLC,KLK Property Holdings LLC,352586251,Richfield,OH,44286,,2018,2018,2018,1,200000,,,,,,,,
EIN:464523320,Pretzel Baron Properties LLC,Pretzel Baron Properties LLC,464523320,Cincinnati,OH,45246,,2018,2018,2018,1,200000,Pretzel Baron LLC,Economic Development Grant,Food and Agribusiness,0.67,200000,10,49,2017-Oct
EIN:260379798,AEROCONTROLEX GROUP INC,AEROCONTROLEX GROUP INC,260379798,PAINESVILLE,OH,44077,,2019,2019,2019,1,200000,"Aerocontrolex Group, Inc.",Economic Development Grant,Aerospace and Aviation,1.00,200000,130,40,2018-Sep
EIN:340859271,BRENNAN INDUSTRIES INC,BRENNAN INDUSTRIES INC,340859271,SOLON,OH,44139,,2019,2019,2019,1,200000,"Brennan Industries, Inc.",Economic Development Grant,Advanced Manufacturing,1.00,200000,68,28,2019-Jan
EIN:346400671,CITY OF HURON,CITY OF HURON,346400671,HURON,OH,44839,,2019,2019,2019,1,200000,,,,,,,,
EIN:581493818,GEORGIA TSS INC (TOTAL SYSTEM SERVICES INC),GEORGIA TSS INC (TOTAL SYSTEM SERVICES INC),581493818,COLUMBUS,OH,43228,,2019,2019,2019,1,200000,"Georgia TSS, Inc. (Total System Services, Inc.)",Economic Development Grant,Financial Services,1.00,200000,0,145,2017-Dec
EIN:311611663,MANE INC,MANE INC,311611663,PALATINE,IL,60055,,2019,2024,2019 2024,2,200000,"Mane, Inc.",Economic Development Grant; Workforce Grant,Food and Agribusiness,1.00,200000,435,116,2016-Jul 2023-May
EIN:823810794,MSW RE 1 INC,MSW RE 1 INC,823810794,VANDALIA,OH,45414,,2019,2019,2019,1,200000,,,,,,,,
EIN:263444991,NIPPON STEEL INTEGRATED CRANKSHAFT LLC,NIPPON STEEL INTEGRATED CRANKSHAFT LLC,263444991,FOSTORIA,OH,44830,,2019,2019,2019,1,200000,Nippon Steel Integrated Crankshaft LLC,Economic Development Grant,Automotive,1.00,200000,102,33,2019-Apr
EIN:341923454,THERMA-TRU CORP CLAWBACK,THERMA-TRU CORP | THERMA-TRU CORP CLAWBACK,341923454,MAUMEE,OH,43537,,2019,2021,2019 2021,2,200000,Therma-Tru Corp.,Economic Development Grant,Advanced Manufacturing,0.67,350000,224,38,2017-Aug
EIN:203900803,DEDIENNE AEROSPACE,DEDIENNE AEROSPACE,203900803,BATAVIA,OH,45103,,2020,2020,2020,1,200000,Dedienne Aerospace,Economic Development Grant,Aerospace and Aviation,1.00,200000,0,40,2018-Apr
EIN:611624649,EXCELITAS TECHNOLOGIES CORP,EXCELITAS TECHNOLOGIES CORP,611624649,MIAMISBURG,OH,45342,,2020,2020,2020,1,200000,Excelitas Technologies Corp.,Economic Development Grant,Advanced Manufacturing,1.00,200000,140,30,2018-Aug
EIN:831942321,KEI REALTY HOLDINGS LLC,KEI REALTY HOLDINGS LLC,831942321,TOLEDO,OH,43617,,2020,2020,2020,1,200000,,,,,,,,
EIN:311609501,NATURE'S ONE LLC,NATURE'S ONE LLC,311609501,HEATH,OH,43056,,2020,2020,2020,1,200000,"Nature's One, LLC",Economic Development Grant,Food Sciences and Agriculture,1.00,200000,0,22,2019-Apr
EIN:273330722,NIDEC MOTOR CORPORATION,NIDEC MOTOR CORPORATION,273330722,BROOKLYN HEIGHTS,OH,44131,,2020,2020,2020,1,200000,Nidec Motor Corporation,Economic Development Grant,Advanced Manufacturing,1.00,200000,130,29,2019-May
EIN:920191641,RHINOSYSTEMS INC,RHINOSYSTEMS INC,920191641,BROOKLYN,OH,44144,,2020,2020,2020,1,200000,"RhinoSystems, Inc.",Economic Development Grant,Healthcare,1.00,200000,17,117,2018-Oct
EIN:341670663,THE ADCOM GROUP INC,THE ADCOM GROUP INC,341670663,CLEVELAND,OH,44113,,2020,2020,2020,1,200000,"The Adcom Group, Inc.",Revitalization Grant,IT,1.00,200000,90,46,2020-Apr
EIN:980442575,VEHTEK SYSTEMS INC,VEHTEK SYSTEMS INC,980442575,BOWLING GREEN,OH,43402,,2020,2020,2020,1,200000,Vehtek Systems Inc.,Economic Development Grant,Automotive,1.00,700000,760,171,2019-Mar 2025-Jan
EIN:800298170,WELLPET LLC,WELLPET LLC,800298170,LOCKBOURNE,OH,43137,,2020,2020,2020,1,200000,WellPet LLC,Economic Development Grant,Logistics and Distribution,1.00,200000,0,45,2019-Mar
EIN:310620191,BRAKEFIRE INCORPORATED,BRAKEFIRE INCORPORATED,310620191,EVENDALE,OH,45241,,2021,2021,2021,1,200000,"Brakefire, Incorporated",Economic Development Grant,Other,1.00,200000,107,48,2020-Aug
EIN:208677704,CALLIBRITY SOLUTIONS LLC,CALLIBRITY SOLUTIONS LLC,208677704,CINCINNATI,OH,45242,,2021,2021,2021,1,200000,,,,,,,,
EIN:860221312,O'REILLY AUTO ENTERPRISES LLC,O'REILLY AUTO ENTERPRISES LLC,860221312,TWINSBURG,OH,44087,,2021,2021,2021,1,200000,"O'Reilly Auto Enterprises, LLC",Workforce Grant,Logistics and Distribution,1.00,200000,0,350,2020-Apr
EIN:311418092,SCHLABACH WOOD DESIGN INC,SCHLABACH WOOD DESIGN INC,311418092,BALTIC,OH,43894,,2021,2021,2021,1,200000,"Schlabach Wood Design, Inc.",Economic Development Grant,Advanced Manufacturing,1.00,200000,83,55,2020-Sep
EIN:311645116,STEELIAL WELDING & METAL FABRICATION INC,STEELIAL WELDING & METAL FABRICATION INC,311645116,VINTON,OH,45686,,2021,2021,2021,1,200000,"Steelial Welding & Metal Fabrication, Inc.",Revitalization Grant,Advanced Manufacturing,1.00,150000,55,30,2018-Sep
EIN:853520068,TIGHTLINE REAL ESTATE HOLDINGS LLC,TIGHTLINE REAL ESTATE HOLDINGS LLC,853520068,MILFORD,OH,45150,,2021,2021,2021,1,200000,,,,,,,,
EIN:471035156,TOPCO AMERICA LLC,TOPCO AMERICA LLC,471035156,BLUE ASH,OH,45242,,2021,2021,2021,1,200000,"Topco America, LLC",Economic Development Grant,Other,1.00,200000,46,35,2021-Jan
EIN:880377766,(KROY LLC) KROY LLC A NEVADA LIMITED LIABILITY COMPANY,(KROY LLC) KROY LLC A NEVADA LIMITED LIABILITY COMPANY,880377766,CLEVELAND,OH,44103,,2022,2022,2022,1,200000,,,,,,,,
EIN:341914556,ARBORWEAR LLC,ARBORWEAR LLC,341914556,CHAGRIN FALLS,OH,44023,,2022,2022,2022,1,200000,Arborwear LLC,Revitalization Grant,Advanced Manufacturing,1.00,200000,54,42,2020-Nov
EIN:310882540,ATS OHIO INC,ATS OHIO INC,310882540,LEWIS CENTER,OH,43035,,2022,2022,2022,1,200000,"ATS Ohio, Inc.",Economic Development Grant,Advanced Manufacturing,1.00,200000,105,40,2019-Jul
EIN:344420713,BINKELMAN CORPORATION,BINKELMAN CORPORATION,344420713,BOWLING GREEN,OH,43402,,2022,2022,2022,1,200000,Binkelman Corporation,Economic Development Grant,Advanced,1.00,200000,29,15,2021-Jul
EIN:161128471,CENTURY MOLD COMPANY INC,CENTURY MOLD COMPANY INC,161128471,MIDDLETOWN,OH,45044,,2022,2022,2022,1,200000,"Century Mold Company, Inc.",Economic Development Grant,Automotive,1.00,200000,54,70,2021-Oct
EIN:831027486,CSA AMERICA TESTING & CERTIFICATION LLC,CSA AMERICA TESTING & CERTIFICATION LLC,831027486,INDEPENDENCE,OH,44131,,2022,2022,2022,1,200000,CSA America Testing & Certification LLC,Economic Development Grant; Revitalization Grant,Other,1.00,600000,206,117,2021-May 2026-Feb
EIN:872778954,JAMLAND2 LLC,JAMLAND2 LLC,872778954,TOLEDO,OH,43612,,2022,2022,2022,1,200000,,,,,,,,
EIN:314244940,LANCASTER COLONY CORPORATION,LANCASTER COLONY CORPORATION,314244940,WESTERVILLE,OH,43081,,2022,2022,2022,1,200000,Lancaster Colony Corporation,Economic Development Grant,Food and Agribusiness,1.00,200000,104,20,2021-Jun
EIN:843382410,NUVIK USA INC,NUVIK USA INC,843382410,GAHANNA,OH,43230,,2022,2022,2022,1,200000,"Nuvik USA, Inc.",Economic Development Grant,Advanced Manufacturing,1.00,400000,46,71,2021-Jun 2026-Jan
EIN:834693967,RSL LLC,RSL LLC,834693967,WARREN,OH,44483,,2022,2022,2022,1,200000,RSL LLC,Economic Development Grant,Advanced Manufacturing,1.00,200000,40,33,2020-Nov
EIN:273454290,TEMEG HOLDINGS INC,TEMEG HOLDINGS INC,273454290,HUDSON,OH,44236,,2022,2022,2022,1,200000,Temeg Holdings Inc,Economic Development Grant,Healthcare,1.00,200000,210,60,2021-Jun
EIN:314271820,THE OHIO VALLEY BANK COMPANY,THE OHIO VALLEY BANK COMPANY,314271820,GALLIPOLIS,OH,45631,,2022,2022,2022,1,200000,The Ohio Valley Bank Company,Revitalization Grant,Financial Services,1.00,200000,240,0,2019-Feb
EIN:911387913,AVELO AIRLINES INC,AVELO AIRLINES INC,911387913,HOUSTON,TX,77046,,2023,2024,2023 2024,2,200000,,,,,,,,
EIN:262058192,BW PARTNERS LTD,BW PARTNERS LTD,262058192,MIAMISBURG,OH,45458,,2023,2023,2023,1,200000,"BW PARTNERS, LTD.",Spec Development (OSIP),TBD,1.00,200000,,,2022-Sep
EIN:311728288,VELOCYS INC,VELOCYS INC,311728288,PLAIN CITY,OH,43064,,2023,2023,2023,1,200000,"Velocys, Inc.",Economic Development Grant,Energy and Chemicals,1.00,200000,14,19,2022-Sep
EIN:881346424,YELLOWSTONE INDUSTRIAL LLC,YELLOWSTONE INDUSTRIAL LLC,881346424,GIRARD,OH,44420,,2023,2023,2023,1,200000,"Yellowstone Industrial, LLC",Revitalization Grant,Advanced Manufacturing,1.00,200000,0,25,2022-Dec
EIN:943470237,ADB SAFEGATE AMERICAS LLC,ADB SAFEGATE AMERICAS LLC,943470237,NEW YORK,NY,10087,,2024,2024,2024,1,200000,ADB Safegate Americas LLC,Economic Development Grant,Advanced Manufacturing,1.00,200000,202,24,2022-Nov
EIN:341282776,K&M INTERNATIONAL,K&M INTERNATIONAL,341282776,TWINSBURG,OH,44087,,2024,2024,2024,1,200000,"K. & M. International, Inc.",Economic Development Grant,Logistics and Distribution,1.00,200000,87,45,2023-May
EIN:473134140,MADDOX INDUSTRIAL TRANSFORMER LLC,MADDOX INDUSTRIAL TRANSFORMER LLC,473134140,GREER,SC,29651,,2024,2024,2024,1,200000,"Maddox Industrial Transformer, LLC",Economic Development Grant,Advanced Manufacturing,1.00,200000,0,50,2023-Oct
EIN:341650951,RGH ENTERPRISES LLC,RGH ENTERPRISES LLC,341650951,DUBLIN,OH,43017,,2024,2024,2024,1,200000,"RGH Enterprises, LLC",Economic Development Grant,Healthcare,1.00,200000,0,75,2023-May
EIN:314153030,THE COLUMBUS CLUB,THE COLUMBUS CLUB,314153030,COLUMBUS,OH,43215,,2024,2024,2024,1,200000,,,,,,,,
EIN:800814251,GEO-TECH POLYMERS LLC,GEO-TECH POLYMERS LLC,800814251,WAVERLY,OH,45690,,2019,2020,2019 2020,2,198860,"Geo-Tech Polymers, LLC",Economic Development Grant; Revitalization Grant,Energy and Chemicals,1.00,200000,40,116,2018-Dec
EIN:272573256,Garrett Wood LLC,Garrett Wood LLC,272573256,Lexington,KY,40502,,2016,2016,2016,1,196000,,,,,,,,
EIN:475030627,MCLANE OHIO INC,MCLANE OHIO INC,475030627,FINDLAY,OH,45840,,2019,2020,2019 2020,2,195301,,,,,,,,
EIN:472250959,ELYRIA COMMUNITY IMPROVEMENT CORPORATION,ELYRIA COMMUNITY IMPROVEMENT CORPORATION,472250959,ELYRIA,OH,44035,501(C)(3),2019,2019,2019,1,192889,Elyria Community Improvement Corporation,Revitalization Grant,Advanced Manufacturing,1.00,300000,60,5,2017-Apr
EIN:311398219,Geiger Excavating Inc,Geiger Excavating Inc,311398219,Gahanna,OH,43230,,2016,2016,2016,1,192393,"Geiger Excavating, Inc.",Revitalization Grant Phase II,Other,1.00,192393,,,2015-Jul
EIN:204718296,Al Neyer LLC,Al Neyer LLC,204718296,Cincinnati,OH,45202,,2017,2017,2017,1,190021,"Al. Neyer, LLC",Revitalization Grant Phase II,Other,1.00,101000,0,,2015-Sep
EIN:310796550,ZANE STATE COLLEGE,ZANE STATE COLLEGE,310796550,ZANESVILLE,OH,43701,,2021,2021,2021,1,189000,,,,,,,,
EIN:815322241,H2W Consulting LLC,H2W Consulting LLC,815322241,Columbus,OH,43215,,2017,2017,2017,1,187500,,,,,,,,
EIN:611346414,DIVISIONS INC,DIVISIONS INC,611346414,CHICAGO,IL,60677,,2024,2024,2024,1,184411,,,,,,,,
EIN:202164234,CROCS INC,CROCS INC,202164234,PITTSBURGH,PA,15264,,2020,2022,2020 2021 2022,3,184324,,,,,,,,
EIN:760795388,NEXUS ENGINEERING GROUP LLC,NEXUS ENGINEERING GROUP LLC,760795388,CLEVELAND,OH,44115,,2023,2024,2023 2024,2,183495,"Nexus Engineering Group, LLC",Economic Development Grant,Other,1.00,200000,125,65,2021-Sep
EIN:811145148,SPERRY & RICE LLC,SPERRY & RICE LLC,811145148,KILL BUCK,OH,44637,,2021,2024,2021 2022 2024,3,182844,"Sperry & Rice, LLC",Economic Development Grant,Advanced Manufacturing,1.00,200000,53,30,2020-Nov
EIN:316001082,VILLAGE OF RIPLEY,VILLAGE OF RIPLEY,316001082,RIPLEY,OH,45167,,2019,2021,2019 2021,2,179500,,,,,,,,
EIN:341916518,,,341916518,,,,501(c)(3),2014,2014,2014,1,176000,,,,,,,,
EIN:364867239,CANDID CARE CO,CANDID CARE CO | CANDID CARE CO INC,364867239,NEW YORK,NY,10003,,2019,2021,2019 2020 2021,3,175839,,,,,,,,
EIN:360700810,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION | Ace Hardware Corporation,360700810,WEST JEFFERSON,OH,43162,,2015,2021,2015 2021,2,175000,Ace Hardware Corporation,Economic Development Grant,Logistics and Distribution,1.00,100000,130,72,2018-Oct
EIN:823297322,4371 Pearl Road LLC,4371 Pearl Road LLC,823297322,Cleveland,OH,44115,,2018,2018,2018,1,175000,,,,,,,,
EIN:371878747,FOR-TECH USA LLC,FOR-TECH USA LLC,371878747,PIQUA,OH,45356,,2020,2021,2020 2021,2,175000,"For-Tech USA, LLC",Revitalization Grant,Advanced Manufacturing,1.00,175000,2,20,2019-Sep
EIN:270543481,SOLE CHOICE INC,SOLE CHOICE INC,270543481,PORTSMOUTH,OH,45662,,2021,2021,2021,1,175000,"Sole Choice, Inc.",Revitalization Grant,Advanced Manufacturing,1.00,175000,35,30,2020-Nov
EIN:340654854,CHALFANT MANUFACTURING COMPANY,CHALFANT MANUFACTURING COMPANY,340654854,BRUNSWICK,OH,44212,,2023,2023,2023,1,175000,Chalfant Manufacturing Company,Economic Development Grant,Advanced Manufacturing,1.00,175000,35,22,2019-Sep
EIN:270733747,CERKL INCORPORATED,CERKL INCORPORATED,270733747,BLUE ASH,OH,45242,,2023,2024,2023 2024,2,173486,,,,,,,,
EIN:813793558,20100 ST CLAIR AVENUE LLC,20100 ST CLAIR AVENUE LLC,813793558,EUCLID,OH,44117,,2020,2020,2020,1,168185,"20100 ST. CLAIR AVENUE, LLC",Revitalization Grant Phase II,Other,1.00,175030,0,0,2018-Apr
EIN:450508423,LIBERTY CASTING COMPANY LLC,LIBERTY CASTING COMPANY LLC,450508423,DELAWARE,OH,43015,,2021,2021,2021,1,167724,,,,,,,,
EIN:205316317,CLASSIC NORTHERN INVESTMENTS LTD,CLASSIC NORTHERN INVESTMENTS LTD,205316317,MARION,OH,43301,,2024,2024,2024,1,167500,,,,,,,,
EIN:815275280,GRIFFON HOLDINGS,GRIFFON HOLDINGS | GRIFFON HOLDINGS LLC,815275280,LITCHFIELD,OH,44253,,2022,2023,2022 2023,2,166568,Griffon Holdings LLC,Economic Development Grant,Advanced Manufacturing,1.00,200000,0,45,2020-Dec
EIN:382788802,ABC INOAC EXTERIOR SYSTEMS LLC,ABC INOAC EXTERIOR SYSTEMS LLC,382788802,FREMONT,OH,43420,,2022,2023,2022 2023,2,162458,,,,,,,,
EIN:311399268,RIDGE CORPORATION,RIDGE CORPORATION | Ridge Corporation,311399268,PATASKALA,OH,43062,,2015,2024,2015 2022 2023 2024,4,160997,,,,,,,,
EIN:621551944,Umicore Specialty Materials Recycling LLC,Umicore Specialty Materials Recycling LLC,621551944,Wickliffe,OH,44092,,2017,2017,2017,1,157043,Umicore Specialty Materials Recycling LLC,Revitalization Grant; Revitalization Grant Phase II,Polymers & Chemicals,1.00,788000,44,30,2015-Jan
EIN:346003189,City of Youngstown,City of Youngstown,346003189,Youngstown,OH,44503,,2016,2016,2016,1,154783,,,,,,,,
EIN:341695487,Ashtabula County Port Authority,Ashtabula County Port Authority,341695487,Jefferson,OH,44047,,2018,2018,2018,1,151853,Ashtabula County Port Authority,Revitalization Grant Phase II,Food Processing,1.00,171973,,0,2016-Dec
EIN:263199128,,,263199128,,,,,2014,2014,2014,1,150000,,,,,,,,
EIN:340971763,Hynes Industries Inc,Hynes Industries Inc,340971763,Austintown,OH,44515,,2015,2015,2015,1,150000,,,,,,,,
EIN:383496076,Meijer Stores Limited Partnership,Meijer Stores Limited Partnership,383496076,Grand Rapids,MI,49501,,2015,2015,2015,1,150000,Meijer Stores Limited Partnership,Workforce Grant,Food and Agribusiness,1.00,200000,976,137,2021-Jun
EIN:271509190,Columbus 2020,Columbus 2020,271509190,Columbus,OH,43215,501(c)(6),2015,2015,2015,1,150000,,,,,,,,
EIN:311734210,Egelhof Controls Corp,Egelhof Controls Corp,311734210,Toledo,OH,43611,,2016,2016,2016,1,150000,Egelhof Controls Corp.,Workforce Grant,Automotive,1.00,150000,40,11,2015-Apr
EIN:272252732,HDI Landing Gear USA Inc,HDI Landing Gear USA Inc,272252732,Springfield,OH,45506,,2016,2017,2016 2017,2,150000,,,,,,,,
EIN:463221951,Pratt (Lewisburg Corrugating) LLC,Pratt (Lewisburg Corrugating) LLC,463221951,Lewisburg,OH,45338,,2016,2016,2016,1,150000,"Pratt (Lewisburg Corrugating), LLC",Workforce Grant,Advanced Mfg.,1.00,150000,,140,2015-Mar
EIN:262590893,HSNi LLC,HSNi LLC,262590893,St Petersburg,FL,33729,,2017,2017,2017,1,150000,"HSNi, LLC",Workforce Grant,Other,1.00,150000,,200,2015-Oct
EIN:030607461,deSter Corporation,deSter Corporation,030607461,CollegePark,GA,30337,,2018,2018,2018,1,150000,deSter Corporation,Economic Development Grant; Revitalization Grant,Advanced Manufacturing,1.00,300000,0,140,2017-Dec
EIN:431680037,Harbisonwalker International Inc,Harbisonwalker International Inc,431680037,Moon Township,PA,15108,,2018,2018,2018,1,150000,,,,,,,,
EIN:261997145,Nexen Tire America Inc,Nexen Tire America Inc,261997145,Richfield,OH,44286,,2018,2018,2018,1,150000,,,,,,,,
EIN:383629823,syncreon America Inc,syncreon America Inc,383629823,Auburn Hills,MI,48326,,2018,2018,2018,1,150000,syncreon America Inc.,Economic Development Grant,Logistics and Distribution,1.00,150000,277,8,2018-Jan
EIN:133607217,Warehouse Associates LP,Warehouse Associates LP,133607217,Lima,OH,45804,,2018,2018,2018,1,150000,,,,,,,,
EIN:582611718,ALPLA INC,ALPLA INC,582611718,LIMA,OH,45806,,2019,2019,2019,1,150000,ALPLA Inc.,Economic Development Grant; Workforce Grant,Advanced Manufacturing,1.00,150000,94,79,2018-Aug 2018-Jan
EIN:204772714,PAS TECHNOLOGIES INC,PAS TECHNOLOGIES INC,204772714,HILLSBORO,OH,45133,,2019,2019,2019,1,150000,PAS Technologies Inc.,Economic Development Grant,Aerospace and Aviation,1.00,150000,173,20,2018-Apr
EIN:311778278,CAMBRIDGE-GUERNSEY COUNTY COMMUNITY IMPROVEMENT CORPORATION,CAMBRIDGE-GUERNSEY COUNTY COMMUNITY IMPROVEMENT CORPORATION,311778278,CAMBRIDGE,OH,43725,,2020,2020,2020,1,150000,,,,,,,,
EIN:465041467,FUND THAT FLIP INC,FUND THAT FLIP INC,465041467,CLEVELAND,OH,44113,,2020,2020,2020,1,150000,"Fund That Flip, Inc",Workforce Grant,Financial Services,1.00,150000,31,124,2020-Jan
EIN:330517898,NORTHROP GRUMMAN INNOVATION SYSTEMS,NORTHROP GRUMMAN INNOVATION SYSTEMS,330517898,BEAVERCREEK,OH,45430,,2020,2020,2020,1,150000,,,,,,,,
EIN:341827361,PINNACLE TECHNOLOGY GROUP INC,PINNACLE TECHNOLOGY GROUP INC,341827361,OTTAWA LAKE,MI,49267,,2020,2020,2020,1,150000,"Pinnacle Technology Group, Inc.",Economic Development Grant,Advanced Manufacturing,1.00,150000,0,35,2019-Oct
EIN:311776202,UNITED PRECISION SERVICES INC,UNITED PRECISION SERVICES INC,311776202,CINCINNATI,OH,45240,,2020,2020,2020,1,150000,,,,,,,,
EIN:831533341,5500 BUILDING LLC,5500 BUILDING LLC,831533341,CLEVELAND,OH,44103,,2021,2021,2021,1,150000,"5500 Building, LLC",Revitalization Grant,Healthcare,1.00,150000,35,60,2020-May
EIN:610502302,DOLGENCORP LLC,DOLGENCORP LLC,610502302,ZANESVILLE,OH,43701,,2021,2021,2021,1,150000,"Dolgencorp, LLC",Economic Development Grant,Logistics and Distribution,1.00,450000,758,100,2019-Jul 2020-Jun
EIN:020572651,INTELLITEACH INC,INTELLITEACH INC,020572651,ATLANTA,GA,30303,,2021,2021,2021,1,150000,Intelliteach Inc.,Workforce Grant,IT,1.00,150000,0,132,2020-Jan
EIN:311092812,NEATON AUTO PRODUCTS MANUFACTURING INC,NEATON AUTO PRODUCTS MANUFACTURING INC,311092812,EATON,OH,45320,,2021,2021,2021,1,150000,"Neaton Auto Products Manufacturing, Inc.",Economic Development Grant,Automotive,1.00,250000,678,70,2020-May
EIN:344473514,PERRY PRO TECH INC,PERRY PRO TECH INC,344473514,LIMA,OH,45801,,2021,2021,2021,1,150000,"Perry Pro Tech, Inc.",Economic Development Grant,Technology,1.00,150000,78,0,2020-Nov
