recipient_id,name,ein,city,state,irc_section,total_cash,n_rows,years,recipient_class_auto,edgar_cik,edgar_name,edgar_name_match,edgar_state_inc,edgar_hq_state,f5500_participants_2015,f5500_participants_2019,f5500_participants_2023,f5500_sponsor,f5500_sponsor_state,metrics_company,metrics_programs,metrics_jobs_retained_max,metrics_industry,metrics_commit_total,recipient_class,parent,parent_hq_state,hq_source,emp_bucket,emp_source,emp_asof,confidence,founded_in_ohio,notes
EIN:854328006,AIRPORT WEST I LLC,854328006,MANSFIELD,OH,,300000,2,2022 2023,business,,,,,,,,,,,,,,,,site_development,Adena Corporation,OH,"Richland Source, ""Open Source: Who is building an industrial structure on Bowman Street and Cairns Road?"" (Dec 2021)",<100,Richland Source article (same),2021,B,yes,"Airport West I LLC is a spec-building project vehicle registered to Randy Payne, president of Adena Corporation, a Mansfield-area real estate developer building a $9M, 160,000 sq ft speculative warehouse near the Mansfield airport; name the developer as parent per method."
EIN:475665675,AMERICAN TRAILER WORLD CORP,475665675,RICHARDSON,TX,,300000,1,2022,business,,,,,,,3791,4185,AMERICAN TRAILER WORLD CORP DBA ATW,TX,,,,,,business,AMERICAN TRAILER WORLD CORP,TX,Form 5500 plan sponsor address (2023),500-4999,"Form 5500 2023: 4185 participants, largest plan, sponsor AMERICAN TRAILER WORLD CORP DBA ATW",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:263306955,AVERY DENNISON RETAIL INFORMATION SERVICES LLC,263306955,MIAMISBURG,OH,,300000,1,2022,business,,,,,,,,,,,Avery Dennison Retail Information Services LLC,Economic Development Grant,472,IT,300000,business,Avery Dennison Corporation,CA,"SEC EDGAR full-text search, Avery Dennison Corp 10-K filed 2022-02-23 for FY2021 (biz location Glendale, CA)",5000+,"Wikipedia (Avery Dennison Corporation, ~35,000 employees worldwide as of 2025; company was already a multi-billion-dollar multinational in 2022)",2022,A,no,"Avery Dennison Retail Information Services LLC (Miamisburg OH, formerly Avery Dennison RBIS) is a division of Avery Dennison Corp; the parent's 10-K covering the 2022 grant year still listed Glendale, CA as headquarters (the move to Mentor, OH shows up only in the 10-K filed Feb 2023), so CA is used for the grant year despite the later Ohio relocation."
EIN:822019085,BBI LOGISTICS LLC,822019085,COLUMBUS,OH,,300000,1,2022,business,,,,,,,23,246,"BBI LOGISTICS, LLC",OH,BBI Logistics LLC,Workforce Grant,202,Logistics and Distribution,1300000,business,BBI LOGISTICS LLC,OH,Form 5500 plan sponsor address (2023),100-499,"Form 5500 2023: 246 participants, largest plan, sponsor BBI LOGISTICS, LLC; metrics jobs retained 202",2023,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: no. Founder-led Columbus freight broker (Brent Bosse); news covers its own growth and no parent or investor was found."
EIN:300836516,CERELIA USA BAKERY INC,300836516,WHITEHALL,OH,,300000,1,2022,business,,,,,,,42,,"CERELIA BAKERY USA, INC",OH,Cerelia USA Bakery Inc.,Economic Development Grant,120,Food and,500000,business,"Cerelia (Cerelia Bakery USA, Inc.)",France,https://www.jobsohio.com/newsroom/news-press/france-based-cerelia-will-grow-within-ohios-strong-food-industry,500-4999,https://www.jobsohio.com/newsroom/news-press/france-based-cerelia-will-grow-within-ohios-strong-food-industry (no company-wide total given); general knowledge of Cerelia Group's multi-plant US/Europe footprint,2022,C,no,"JobsOhio's own release identifies Cerelia as ""France-based"" and describes the Whitehall plant as a $29.2M, 150,000 sq ft investment adding 40 jobs (80 retained); Cerelia Group operates multiple plants across the US and Europe, supporting a mid-size 500-4999 bucket, but no exact global headcount was found."
EIN:391684871,CLARIOS LLC,391684871,HOLLAND,OH,,300000,1,2022,business,,,,,,4524,4390,5557,"CLARIOS, LLC",WI,"Clarios, LLC",Economic Development Grant,710,Automotive,300000,business,CLARIOS LLC,WI,Form 5500 plan sponsor address (2023),500-4999,"Form 5500 2023: 5557 participants, largest plan, sponsor CLARIOS, LLC; metrics jobs retained 710",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative. Random re-check (Sept 19, 2026): second pass agreed."
EIN:841326644,BALL METAL BEVERAGE CONTAINER CORP,841326644,WESTMINSTER,CO,,300000,1,2023,business,0001217772,BALL METAL BEVERAGE CONTAINER CORP,same name,CO,,,,,,,Ball Metal Beverage Container Corp.,Workforce Grant,392,Advanced Manufacturing,300000,business,Ball Corporation,CO,"input edgar_name/edgar_state_inc signals (Ball Metal Beverage Container Corp, CO) confirmed via SEC EDGAR company search",5000+,"Wikipedia (Ball Corporation, approx. 16,000 employees, 2024)",2023,A,no,"Ball Metal Beverage Container Corp is a manufacturing subsidiary of publicly traded Ball Corporation (NYSE: BALL), headquartered in Westminster, Colorado with roughly 16,000 employees worldwide; the recipient's own EDGAR registration already confirms CO incorporation and location."
EIN:562479324,CHARLES RIVER LABORATORIES INC,562479324,WILMINGTON,MA,,300000,1,2023,business,,,,,,635,,,"WIL RESEARCH LABORATORIES, LLC",OH,"Charles River Laboratories, Inc.",Economic Development Grant,224,Healthcare,300000,business,"Charles River Laboratories International, Inc.",MA,https://en.wikipedia.org/wiki/Charles_River_Laboratories,5000+,"https://en.wikipedia.org/wiki/Charles_River_Laboratories (19,700-20,000+ employees worldwide, 2024-2025)",2023,C,no,"The recipient EIN traces to WIL Research Laboratories LLC (Ashland, OH; f5500 635 participants in 2015), acquired by Charles River Laboratories International (NYSE: CRL) in 2016; Charles River is headquartered in Wilmington, MA with about 20,000 employees worldwide, and its own 2022 JobsOhio release describes a 500-job, $212M Ashland OH expansion. Graded C: Wikipedia is the only source."
EIN:470248710,CONAGRA BRANDS,470248710,EL PASO,TX,,300000,1,2023,business,0000023217,CONAGRA BRANDS INC.,same name,DE,IL,32922,30966,29934,"CONAGRA BRANDS, INC.",IL,,,,,,business,CONAGRA BRANDS,IL,Form 5500 plan sponsor address (2015),5000+,"Form 5500 2015: 32922 participants, largest plan, sponsor CONAGRA BRANDS, INC.",2015,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:760509980,CHARLES RIVER LABORATORIES INC,760509980,NEW YORK,NY,,300000,1,2024,business,0001097797,CHARLES RIVER LABORATORIES INC,same name,,MA,4625,7679,15856,"CHARLES RIVER LABORATORIES, INC.",MA,"Charles River Laboratories, Inc.",Economic Development Grant,224,Healthcare,300000,business,CHARLES RIVER LABORATORIES INC,MA,Form 5500 plan sponsor address (2023),5000+,"Form 5500 2023: 15856 participants, largest plan, sponsor CHARLES RIVER LABORATORIES, INC.; metrics jobs retained 224",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:300537225,J AND M HOLDINGS LLC,300537225,AURORA,CO,,300000,1,2024,business,,,,,,,,,,,,,,,,business,J and M Holdings LLC,CO,"no SEC filing, JobsOhio release, or news coverage found",<100,no metrics or press release found,2024,D,unknown,"No JobsOhio project metrics, SEC filing, or news coverage found for this Aurora, Colorado-registered holding company after EDGAR and Google News searches; treated as its own small parent on a best guess."
EIN:222760260,SUNSTAR ENGINEERING AMERICAS INC,222760260,SPRINGBORO,OH,,300000,1,2024,business,,,,,,158,164,175,"SUNSTAR ENGINEERING AMERICAS, INC.",OH,"Sunstar Engineering Americas, Inc.",Economic Development Grant,137,Energy and Chemicals,300000,business,"Sunstar Engineering Americas, Inc. (Sunstar group)",Japan,https://www.jobsohio.com/newsroom/news-press/sunstar-engineering-americas-inc-expanding-in-ohio-adding-60-jobs,500-4999,https://www.jobsohio.com/newsroom/news-press/sunstar-engineering-americas-inc-expanding-in-ohio-adding-60-jobs (137 jobs retained + 60 new = 197 at the Ohio entity); form5500 158-175 participants 2015-2023,2024,B,no,"JobsOhio's release identifies Sunstar Engineering Americas as part of the Japan-based Sunstar group (automotive/mobility chemicals and adhesives); the Ohio entity alone has 137-197 jobs, and the global Sunstar group is a multi-country manufacturer, supporting a 500-4999 bucket without an exact worldwide total found."
EIN:341397769,Bellevue Economic Development Corporation,341397769,Bellevue,OH,,298647,3,2015 2016 2018,nonprofit,,,,,,,,,,,,,,,,nonprofit,Bellevue Economic Development Corporation,OH,Schedule I address; Ohio public or nonprofit entity,,,,B,,Rule R4: nonprofit by name and IRC section; not in the business headline.
EIN:340946365,PENTA CAREER CENTER,340946365,PERRYSBURG,OH,,290733,1,2020,business,,,,,,,,,,,,,,,,government,PENTA Career Center,OH,https://en.wikipedia.org/api/rest_v1/page/summary/Penta_Career_Center,100-499,"no exact staff count found; typical Ohio joint vocational school district (JVSD) staffing for a 5-county, multi-district career center",2020,C,yes,"PENTA Career Center is a public joint vocational school district in Perrysburg Township, Wood County OH, opened in 1965 and serving 16 school districts across 5 counties; the recipient_class_auto tag of ""business"" appears mistaken, this is a public education entity, not a private company."
EIN:311209925,Wright Warehousing Inc,311209925,Lima,OH,,290000,1,2018,business,,,,,,,,,,,,,,,,business,Wright Warehousing Inc,OH,"no SEC filing, JobsOhio release, or news coverage found",<100,no metrics or press release found,2018,D,unknown,"No JobsOhio project metrics, SEC filing, or news coverage found for this Lima, Ohio warehousing company after EDGAR and Google News searches; treated as a small independent company on a best guess."
EIN:261643545,Alternate Solutions Healthcare System Inc,261643545,Kettering,OH,,285000,1,2016,hospital,,,,,,646,1647,1899,"ALTERNATE SOLUTIONS HEALTH NETWORK, LLC",OH,"Alternate Solutions Healthcare System, Inc.",Revitalization Grant,114,BioHealth,285000,hospital,Alternate Solutions Healthcare System Inc,OH,Schedule I address; Ohio public or nonprofit entity,500-4999,Form 5500 2023: 1899 participants,2023,B,,Rule R4: hospital by name and IRC section; not in the business headline.
EIN:316001089,CITY OF TRENTON OHIO,316001089,TRENTON,OH,STATE OF OHIO,284984,1,2024,government,,,,,,,,,,,City of Trenton,Spec Development (OSIP),0,TBD,356230,government,CITY OF TRENTON OHIO,OH,Schedule I address; Ohio public or nonprofit entity,,,,B,,Rule R4: government by name and IRC section; not in the business headline.
EIN:874718796,P&THE MANUFACTURING ACQUISITION LLC,874718796,SIDNEY,OH,,280698,1,2024,business,0001934663,P&THE Manufacturing Acquisition LLC,same name,MI,MI,,,0,ROSS ALUMINUM,OH,P&THE Manufacturing Acquisition LLC,Revitalization Grant,49,Advanced Manufacturing,900000,business,"P&THE (Pancho Hall manufacturing holding group, Canton MI)",MI,https://www.sec.gov/Archives/edgar/data/1934663/000193466322000001/0001934663-22-000001-index.htm,<100,"metrics_jobs_retained_max 49; f5500_participants_2023 0 for the newly formed plan; Spectrum News, ""Ross Aluminum under new ownership, plans to create jobs"" (Nov 2022)",2024,B,no,"P&THE Manufacturing Acquisition LLC acquired the former Ross Aluminum foundry in Sidney, OH; the acquiring entity is incorporated and headquartered in Michigan per its own SEC registration, and the small (49) jobs-retained figure and a still-empty Form 5500 plan point to a small operation at the Ohio site. Subsidiary check: owned by smaller group P&THE (Pancho Hall manufacturing holding group, Canton MI); home state set to the parent's. Acquisition vehicle formed in 2022 by Michigan-based P&THE, a small minority-owned group led by Pancho Hall that bought Ross Aluminum and later a Michigan engine-parts supplier; nothing shows it was part of a 500-plus group."
EIN:474217340,J&M INVESTMENTS OF NW OHIO LLC,474217340,PIQUA,OH,,280000,1,2024,business,,,,,,,,,,,"J&M INVESTMENTS OF NW OHIO, LLC",Spec Development (OSIP),,TBD,350000,site_development,J&M Investments of NW Ohio LLC,OH,"https://www.jobsohio.com/sitemap.xml area search; recipient address Piqua, OH; local coverage of Miami County spec-building project (WKEF, Business Journals)",<100,"WKEF ""New 40,000 sq ft manufacturing facility to boost Miami County's economy by 2024""; no distinct developer or employee count found beyond this LLC",2024,C,unknown,"This is a Spec Development (OSIP) grant for a spec industrial building in a Piqua-area park; local coverage of the project did not name a separate developer, so the LLC itself is treated as the parent. No employee count applies to a single-project real-estate LLC."
EIN:462863103,AUTICON GMBH,462863103,SANTA MONICA,CA,,276989,2,2021 2022,business,,,,,,,,,,,,,,,,business,auticon GmbH,Germany,https://www.jobsohio.com/newsroom/news-press/auticon-an-it-and-compliance-consulting-business-creates-50-new-jobs-for-ohioans-on-the-autism-spectrum,100-499,"Same JobsOhio release: ""employs more than 170 IT consultants on the autism spectrum"" across 15 offices worldwide (Nov. 2019)",2019,B,no,"auticon GmbH was founded in Berlin in 2011 and had over 170 employees worldwide when it announced its Columbus office in 2019, ahead of the 2021-2022 grant years. The EIN's Santa Monica, CA address is likely a US administrative office, not a separate corporate parent. Subsidiary check: no. The US operation belongs to Berlin-founded auticon GmbH, which JobsOhio put at about 170 consultants in 2019, so the parent is foreign but well under 500 people in the grant years."
EIN:473309055,SPEYSIDE BOURBON COOPERAGE INC,473309055,JACKSON,OH,,275000,3,2016 2018 2022,business,,,,,,,265,681,SPEYSIDE BOURBON COOPERAGE INC,OH,"Speyside Bourbon Cooperage, Inc.",Economic Development Grant,51,Advanced Manufacturing,275000,business,"Speyside Bourbon Cooperage, Inc. (French-owned group)",France,https://www.jobsohio.com/newsroom/news-press/speyside-bourbon-cooperage-growing-north-american-headquarters-in-ohio,500-4999,"Form 5500 participants 2023 (681, Speyside Bourbon Cooperage Inc plan); JobsOhio release describing multi-state US and European operations",2023,B,no,"JobsOhio describes Speyside as a French-owned cooperage firm operating in multiple US states and Europe, and its 2023 Form 5500 plan had 681 participants. The specific French parent company name was not confirmed from available sources."
EIN:431984002,CUSTOM GLASS SOLUTIONS FOSTORIA LLC,431984002,FOSTORIA,OH,,275000,1,2020,business,,,,,,,,,,,"Custom Glass Solutions Fostoria, LLC",Economic Development Grant,419,Automotive,425000,business,Custom Glass Solutions,OH,"Business Wire, ""Custom Glass Solutions Establishes Upper Sandusky as New Corporate HQ"" (2025); Manufacturing.net, ""Stellex Capital Management Acquires Custom Glass Solutions"" (2019)",500-4999,Same coverage plus JobsOhio metrics_jobs_retained_max of 419 at the Fostoria plant alone for the 2020 grant,2020,B,unknown,"Custom Glass Solutions was carved out and acquired by private-equity firm Stellex Capital Management in 2018-2019, before this 2020 grant, so the operating company (not Stellex) is the parent. With 419 jobs retained at Fostoria alone and additional Ohio and Pennsylvania plants, worldwide headcount likely exceeds 500."
EIN:821565064,MFM BUILDING PRODUCTS,821565064,COSHOCTON,OH,,275000,2,2021 2023,business,,,,,,,,,,,MFM Building Products Corporation,Economic Development Grant; Revitalization Grant,70,Energy and Chemicals,350000,business,MFM Building Products Corp.,OH,"https://www.mfmbp.com (company site lists HQ at 525 Orange Street, Coshocton, OH)",100-499,JobsOhio metrics_jobs_retained_max of 70 at the Coshocton site; no independent employee count found,2021,C,unknown,"MFM Building Products Corp. is headquartered at the Coshocton address itself, manufacturing waterproofing membranes since 1961, with no outside parent found. Only a 70-job retention floor was available, so the bucket is a guess above that floor."
EIN:344360680,SPANGLER CANDY COMPANY,344360680,BRYAN,OH,,275000,1,2021,business,,,,,,430,550,547,SPANGLER CANDY COMPANY,OH,Spangler Candy Company,Revitalization Grant,455,Food and Agribusiness,275000,business,Spangler Candy Company,OH,https://en.wikipedia.org/wiki/Spangler_Candy_Company,500-4999,"Form 5500 participants 2019 (550) and 2023 (547) for Spangler Candy Company plan, sponsor state OH",2021,A,yes,"Spangler Candy is a privately held, independent confectioner headquartered in Bryan, Ohio since its founding, maker of Dum-Dums and other brands. Its Form 5500 plan shows roughly 550 participants around the 2021 grant year, consistent with a mid-size manufacturer."
EIN:454788036,CARVANA LLC,454788036,HEATH,OH,,275000,1,2022,business,0001576462,"Carvana, LLC",same name,AZ,AZ,,3779,14099,"CARVANA, LLC",AZ,"Carvana, LLC",Economic Development Grant; Workforce Grant,222,Logistics and Distribution,525000,business,CARVANA LLC,AZ,Form 5500 plan sponsor address (2023),5000+,"Form 5500 2023: 14099 participants, largest plan, sponsor CARVANA, LLC; metrics jobs retained 222",2023,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative. Random re-check (Sept 19, 2026): second pass agreed."
EIN:311669463,ENGINEERED PROFILES LLC,311669463,COLUMBUS,OH,,275000,1,2022,business,,,,,,292,373,600,ENGINEERED PROFILES LLC,OH,"Engineered Profiles, LLC",Economic Development Grant,0,Advanced Manufacturing,275000,business,Engineered Profiles LLC,OH,"https://www.engineeredprofiles.com/; Plastics News ""Engineered Profiles adding second plant in Ohio""",500-4999,"Form 5500 participants 2019 (373) and 2023 (600) for Engineered Profiles LLC plan, sponsor state OH",2022,B,unknown,"Engineered Profiles is an independent plastics extrusion manufacturer that has itself acquired other companies (e.g., Co-Ex Plastic Tooling); no outside parent was found. Its Form 5500 participant count grew from 373 in 2019 to 600 in 2023, straddling the 2022 grant year."
EIN:275554206,ATW OHIO LLC,275554206,MT ORAB,OH,,261110,2,2022 2023,business,,,,,,,,,,,"ATW Ohio, LLC",Economic Development Grant,137,Automotive,300000,business,American Trailer World Corp.,TX,"Dallas Business Journal, ""Big Tex trailer maker moves HQ and 60 jobs to Addison""",500-4999,"PR Newswire coverage of American Trailer World's multiple trailer-brand acquisitions (Wholesale Trailer Supply, TexTrail, Marius Garon) plus JobsOhio jobs_retained_max of 137 at the Mt Orab, OH plant alone",2022,B,unknown,"ATW Ohio LLC is the Mt Orab plant of American Trailer World Corp. (Big Tex Trailers, Continental Cargo, Wells Cargo and other brands), headquartered in Addison, Texas. With 137 jobs retained at just this plant and multiple national manufacturing sites, worldwide headcount is likely in the low thousands."
EIN:310735812,WASHINGTON COUNTY CAREER CENTER,310735812,MARIETTA,OH,,259877,1,2019,government,,,,,,,,,,,,,,,,government,WASHINGTON COUNTY CAREER CENTER,OH,Schedule I address; Ohio public or nonprofit entity,,,,B,,Rule R4: government by name and IRC section; not in the business headline.
EIN:464332431,UPSTART NETWORK INC,464332431,SAN MATEO,CA,,252858,1,2023,business,0001647639,"Upstart Holdings, Inc.",same name,DE,CA,,,,,,"Upstart Network, Inc.",Economic Development Grant; Workforce Grant,257,Financial Services,1400000,business,"Upstart Holdings, Inc.",CA,"edgar_hq_state=CA (SEC EDGAR, CIK 0001647639, Upstart Holdings, Inc., ticker UPST)",500-4999,"Upstart Holdings FY2023 10-K (filed 2024-02-15): ""As of December 31, 2023, we had 1,388 full-time employees.""",2023,A,no,"Upstart Network, Inc. is the operating subsidiary of publicly traded Upstart Holdings, Inc. (San Mateo, CA), which reported 1,388 full-time employees as of December 31, 2023 in its 10-K, after 2022-2023 layoffs. Delaware incorporated, no Ohio origin."
EIN:346400269,Celina City Board of Education,346400269,Celina,OH,,250000,1,2015,government,,,,,,,,,,,,,,,,government,Celina City Board of Education,OH,Schedule I address; Ohio public or nonprofit entity,,,,B,,Rule R4: government by name and IRC section; not in the business headline.
EIN:260440499,Tower Automotive Operations USA I LLC,260440499,Bellevue,OH,,250000,1,2016,business,,,,,,4969,4589,2548,"TOWER AUTOMOTIVE OPERATIONS USA I, LLC",MI,"Tower Automotive Operations USA I, LLC",Economic Development Grant; Workforce Grant,440,Automotive,1175000,business,"Tower International, Inc.",MI,"SEC EDGAR company filing (CIK 0001485469, Tower International, Inc., formerly Tower Automotive, LLC), business address Livonia, MI",5000+,"Tower International FY2016 10-K: ""As of December 31, 2016, we had approximately 7,900 employees worldwide""",2016,A,no,"Tower Automotive Operations USA I LLC is a subsidiary of Tower International, Inc. (NYSE: TOWR), a public company headquartered in Livonia, Michigan with about 7,900 employees worldwide as of the 2016 grant year. Tower was later acquired by Cerberus Capital-backed Autokiniton in 2019, after the grant year."
EIN:382858208,Freudenberg NOK General Partnership,382858208,Chicago,IL,,250000,1,2016,business,,,,,,4847,,,FREUDENBERG - NOK GENERAL PARTNERSHIP,MI,Freudenberg-NOK General Partnership,Economic Development Grant,148,Advanced Manufacturing,250000,business,Freudenberg NOK General Partnership,MI,Form 5500 plan sponsor address (2015),500-4999,"Form 5500 2015: 4847 participants, largest plan, sponsor FREUDENBERG - NOK GENERAL PARTNERSHIP; metrics jobs retained 148",2015,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:274718303,King's Command Foods LLC,274718303,Versailles,OH,,250000,1,2017,business,,,,,,,,,,,"King’s Command Foods, LLC",Economic Development Grant,47,Food Processing,250000,business,King's Command Foods LLC,CA,"Sidney Daily News, ""King's Command looks to expand in Versailles""; no independent corporate-parent record found for this private company",100-499,"JobsOhio metrics_jobs_retained_max of 47 at the Versailles, OH plant; no independent worldwide employee count found",2017,D,no,"King's Command Foods is a specialty meat-topping producer generally associated with Anaheim, California, but no source fetched this session confirmed a headquarters address or an outside corporate parent. The bucket is a guess above the 47-job Versailles retention floor."
EIN:464196165,Nickel Plate Station LLC,464196165,Euclid,OH,,250000,2,2017 2018,business,,,,,,,,,,,,,,,,site_development,HGR Industrial Surplus,OH,"PRWeb, ""HGR Industrial Surplus to Dedicate Nickel Plate Station in Euclid""; Fresh Water Cleveland, ""Millions in upgrades planned for historic Euclid WWII bomber plant""",100-499,Same coverage of HGR's renovation of the former GM Fisher Body plant into its headquarters; no exact employee count found,2018,B,yes,"Nickel Plate Station LLC is the real-estate entity behind HGR Industrial Surplus's $10 million renovation of a historic former GM Fisher Body plant in Euclid into its headquarters. HGR is a privately held, Ohio-founded used industrial equipment marketplace; exact employee count was not confirmed."
EIN:311635680,Peter Cremer North America LP,311635680,Cincinnati,OH,,250000,1,2017,business,,,,,,215,326,388,"PETER CREMER NORTH AMERICA, LP",OH,,,,,,business,Peter Cremer Group,Germany,"Form 5500 sponsor PETER CREMER NORTH AMERICA, LP (sponsor state OH); no directly fetched source confirmed the German parent this session",500-4999,"Form 5500 participants 2019 (326) and 2023 (388) for the Cincinnati entity alone; Peter Cremer is a multi-site oleochemicals group with German, US and other operations",2017,C,no,Peter Cremer North America LP is the US arm of the German Peter Cremer oleochemicals group; a skeptical reader should note the German parent link here rests on the company's name and industry pattern rather than a source fetched this session. The Cincinnati entity's own Form 5500 plan had 326-388 participants around the grant year.
EIN:311456357,The Black Family Limited Partnership,311456357,Hebron,OH,,250000,1,2017,business,,,,,,,,,,,,,,,,site_development,The Black Family Limited Partnership,OH,"No corroborating source found; recipient's own Hebron, OH address used as best guess",<100,No source found,2017,D,unknown,"No JobsOhio project page, news coverage, or Form 5500 record was found for this recipient despite several searches; the LP naming pattern suggests a family real-estate holding entity rather than an operating business. A skeptical reader should treat this row as unverified."
EIN:472662079,2101 Superior Avenue LLC,472662079,Cleveland,OH,,250000,1,2018,business,,,,,,,,,,,,,,,,site_development,GBX Group LLC,OH,"PR Newswire, ""global X Changes Name to GBX Group LLC and Moves to New Corporate Headquarters in Superior Arts Corridor""",100-499,Same PR Newswire release on GBX's HQ move to the Superior Arts District building; no exact employee count found,2018,C,yes,2101 Superior Avenue LLC appears to be the real-estate entity for GBX Group LLC's (formerly global X) new Cleveland headquarters building in the Superior Arts Corridor. GBX Group is a Cleveland-based historic redevelopment and tax-credit finance firm; its worldwide headcount is a guess.
EIN:204459634,Cutting Edge Countertops Inc,204459634,Perrysburg,OH,,250000,1,2018,business,,,,,,72,176,239,"CUTTING EDGE COUNTERTOPS, INC.",OH,"Cutting Edge Countertops, Inc.",Economic Development Grant,90,Advanced Manufacturing,250000,business,Cutting Edge Countertops Inc,OH,Form 5500 plan sponsor address (2023),100-499,"Form 5500 2023: 239 participants, largest plan, sponsor CUTTING EDGE COUNTERTOPS, INC.; metrics jobs retained 90",2023,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: no. Perrysburg countertop maker covered by the Toledo Blade as a local company; no parent found for the 2018 grant year."
EIN:271284632,Marathon Petroleum Corporation,271284632,Findlay,OH,,250000,1,2018,business,0001510295,Marathon Petroleum Corp,same name,DE,OH,,,,,,,,,,,business,Marathon Petroleum Corporation,OH,edgar_hq_state=OH (SEC EDGAR); https://en.wikipedia.org/wiki/Marathon_Petroleum,5000+,"Marathon Petroleum is a Fortune 500 refiner headquartered in Findlay, Ohio, with tens of thousands of employees; well-established public company",2018,C,unknown,"Marathon Petroleum Corporation is itself the recipient and its own parent, a publicly traded (NYSE: MPC) refiner headquartered in Findlay, Ohio since its 2011 spin-off from Marathon Oil. It is unambiguously in the 5000+ employee bucket. Graded C: Wikipedia is the only source. Random re-check (Sept 19, 2026): second pass agreed."
EIN:260621636,SOUTHSIDE REDEVELOPMENT LLC,260621636,CINCINNATI,OH,,250000,2,2018 2019,business,,,,,,,,,,,"Southside Redevelopment, LLC *",Revitalization Grant,0,Other,820000,site_development,"Southside Redevelopment, LLC",OH,"No corroborating source found; recipient's own Cincinnati, OH address used as best guess",<100,No source found,2018,D,unknown,"No news coverage or JobsOhio project page was found for this Revitalization Grant recipient; JobsOhio's own metrics list zero jobs retained and industry ""Other,"" consistent with a pass-through real-estate redevelopment LLC. Treated as its own parent for lack of any other identified owner."
EIN:464844030,Tenk Center LLC,464844030,Cleveland,OH,,250000,1,2018,business,,,,,,,,,,,"Tenk Center, LLC",Revitalization Grant,20,Food Processing,250000,site_development,Tenk Center LLC,OH,"No corroborating source found; recipient's own Cleveland, OH address used as best guess",<100,JobsOhio metrics_jobs_retained_max of 20; no independent source found,2018,D,unknown,"No news coverage, company website, or JobsOhio project page was found for this Revitalization Grant recipient despite several searches. Treated as its own parent with a 20-job floor from JobsOhio's own metrics."
EIN:311267098,AK STEEL CORPORATION,311267098,WEST CHESTER,OH,,250000,1,2019,business,,,,,,33874,15257,10304,CLEVELAND-CLIFFS STEEL CORPORATION,OH,AK Steel Corporation,Economic Development Grant,75,Advanced Manufacturing,250000,business,AK STEEL CORPORATION,OH,Form 5500 plan sponsor address (2015),5000+,"Form 5500 2015: 33874 participants, largest plan, sponsor CLEVELAND-CLIFFS STEEL CORPORATION; metrics jobs retained 75",2015,B,,"Rule R3: own plan at 1,500 or more participants; counts include retirees, so the bucket is conservative."
EIN:462460862,CUSTOM PRO LOGISTICS LLC,462460862,CINCINNATI,OH,,250000,1,2019,business,,,,,,,15,24,CUSTOM PRO LOGISTICS,OH,"Custom Pro Logistics, LLC",Revitalization Grant,7,Logistics and Distribution,250000,business,CUSTOM PRO LOGISTICS LLC,OH,Form 5500 plan sponsor address (2023),<100,"Form 5500 2023: 24 participants, largest plan, sponsor CUSTOM PRO LOGISTICS; metrics jobs retained 7",2023,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: no. Small Cincinnati refrigerated logistics firm listed among local Fast 55 private companies; no parent found."
EIN:261347098,DANA LIGHT AXLE MANUFACTURING LLC,261347098,TOLEDO,OH,,250000,1,2019,business,,,,,,,,,,,"Dana Light Axle Manufacturing, LLC",Growth Fund Loan,0,Automotive,6250000,business,Dana Incorporated,OH,https://en.wikipedia.org/wiki/Dana_Incorporated,5000+,"Wikipedia: ""the company employs nearly 28,000 people in 33 countries"" (Dana Incorporated, Fortune 500, NYSE: DAN)",2022,C,no,"Dana Light Axle Manufacturing LLC is a subsidiary of publicly traded Dana Incorporated, headquartered in Maumee, Ohio, with about 28,000 employees worldwide. Dana was founded in 1904 (not in Ohio), well ahead of the 2019 grant year. Graded C: Wikipedia is the only source."
EIN:453790057,METALX LLC,453790057,WATERLOO,IN,,250000,1,2019,business,,,,,,143,225,233,"METALX, LLC",IN,"MetalX, LLC",Economic Development Grant,0,Advanced Manufacturing,250000,business,METALX LLC,IN,Form 5500 plan sponsor address (2023),100-499,"Form 5500 2023: 233 participants, largest plan, sponsor METALX, LLC",2023,B,,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: no. JobsOhio profile calls MetalX an independent metals recycling business founded in 2012."
