why_listed,company,paid,size,ohio_hq,hq_where,confidence,basis,source,your_answer
"Best guess, paid $250K or more","CIC Group, Inc. (via Nooter Construction Company)",690000,Large,No,MO,Best guess,"RMF Nooter (Toledo, founded 1947 as RMF Industrial Contracting) is a wholly owned subsidiary of Nooter Construction, which is held by employee-owned CIC Group of St. Louis, MO. Nooter Construction alone shows roughly 617 employees in Dec 2024 (LinkedIn-derived), and the Toledo unit's own 5500 plan h",https://cicgroup.com/nooter/history/,
"Best guess, paid $250K or more","London Computer Systems, Inc.",685000,Small,Yes,OH,Best guess,"Founder-owned (Dave Hegemann, founded 1987, incorporated 1988) maker of Rent Manager software, HQ 9140 Waterstone Blvd, Cincinnati. Company timeline says 350 employees in 2020, matching 255 Form 5500 participants in 2019 and 177 jobs retained; it has since passed 500 (2026), but not in the grant yea",https://www.lcs.com/about-lcs/,
"Best guess, paid $250K or more","Vigilant, LLC dba Vigilant Technology Solutions",674095,Small,Yes,OH,Best guess,"Privately held West Chester cybersecurity firm; directories list about 39-40 employees and Form 5500 had 20 participants in 2019. No JobsOhio or REDI Cincinnati release found for the 2022-2024 grants, which total $674K, large for a company this size, so the count is unverified.",https://www.buzzfile.com/business/Vigilant-Technology-Solutions-513-309-0672,
"Best guess, paid $250K or more",S&P Data LLC (S&P Data Digital),650000,Large,No,Canada,Best guess,"Cleveland Warehouse District call center (1500 W 3rd St) is the Ohio arm of S&P Data, a privately held Toronto-based contact-center group; directories put the group at roughly 1,075-1,319 employees and the Cleveland site at about 400, with JobsOhio listing 122 jobs retained. No Form 5500 for the Ohi",https://www.datanyze.com/companies/s-p-data/266027458,
"Best guess, paid $250K or more","Taiho Kogyo Co., Ltd.",635000,Large,No,Japan,Best guess,"Taiho Corporation of America is the long-documented U.S. manufacturing subsidiary of Taiho Kogyo Co., Ltd. (Aichi, Japan), a Toyota-affiliated engine-bearing maker; its own site (taihocorp.com) could not be reached this session, so this rests on established industry knowledge plus its own Form 5500 ",https://www.efast.dol.gov/5500search/,
"Best guess, paid $250K or more",Greenfield Products Incorporated,630000,Small,Yes,OH,Best guess,"A company called Greenfield Products makes boat anchors and dock/mooring gear and has a live site, but nothing on it confirms an Ohio, Greenfield headquarters, so the match to this recipient (JobsOhio industry tag 'Energy & Chemicals') is unconfirmed; bucket is a guess from the $30,000 grant and 43 ",https://www.greenfieldproducts.com/,
"Best guess, paid $250K or more",High Road Holdings LLC,629052,Small,Yes,OH,Best guess,"No SEC filing, Form 5500, JobsOhio press release, or news story could be found for High Road Holdings via EDGAR, Google News, Bing, or the JobsOhio site search; the $629,052 spread across four small annual payments (2021-2024) suggests a small recurring incentive, so the bucket is a guess.",https://www.jobsohio.com/sitemap.xml,
"Best guess, paid $250K or more","StandardAero, Inc.",610929,Large,No,AZ,Best guess,"StandardAero Component Services, Inc. is a subsidiary of StandardAero, Inc., a Scottsdale, Arizona-headquartered aircraft MRO company; Carlyle Group acquired majority ownership in 2019 (after Veritas Capital owned it from 2015), so Carlyle was the private-equity owner during the 2021-2022 grant year",Reuters coverage of the Carlyle Group's multibillion-dollar acquisition of StandardAero; JobsOhio jobs_retained_max=746 at the Cincinnati site as a floor,
"Best guess, paid $250K or more",Songs at the Center,600000,Small,Yes,OH,Best guess,"No JobsOhio metrics or Form 5500 record exists for this EIN; Columbus Dispatch coverage describes a small father-daughter pizza-and-music venue in Worthington, not a company with a traceable outside parent. Graded D because no filing or press release confirms size or ownership; bucket picked from th",https://www.dispatch.com,
"Best guess, paid $250K or more",Bright Innovation Labs (Aterian Investment Partners),600000,Large,No,CA,Best guess,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Bright Innovation Labs (Aterian Investment Partners); rule result replaced. PR Newswire (Jan 2021) says Aterian-backed Bright International combined with Bocchi Laboratories ",https://news.google.com/rss/articles/CBMihwJBVV95cUxOS0NZU25abjA1bnZDMnRzX1h1Q0pTb01Sdm5ES2tMVjR3WVVRalhlaDRpUVdDQVg3WlYxeGs3OTk5VGNWbDl3VUEwU2k2SlA5QmVCa0F2eU5VUWN3YzBsTU0yYkdtQTVPbmFxX1NLaktFV2ppVkxidzRvQnlNWjc4VURhN3dES1Y2YVZfdzNtbjJkd2pTbWQzaXo1Z3Z3d1RQMks4ODFHa1dWNmsyU050YmhXN0xWcGVCNGlnbmhHVDhHM1Y1M3hiZERwbldIczZUNktNWW1jdDYtLW45UU00dkNxRWZnU21xTkZiUWtHamV3bno4WVZZLUlyVm81MWo0NEVYLTdmZw?oc=5,
"Best guess, paid $250K or more","FEW Automotive Glass Applications Group (Zwenkau, Germany)",600000,Small,No,Germany,Best guess,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: yes. Wooster plant is the US arm of German FEW Automotive Group (Zwenkau), but no worldwide headcount was found and the group looks small, possibly under 500. Home state set by hand t","Form 5500 2019: 37 participants, largest plan, sponsor FEW AUTOMOTIVE GLASS APPLICATION, INC.; metrics jobs retained 43",
"Best guess, paid $250K or more",Mucci Farms,600000,Large,No,Canada,Best guess,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Mucci Farms; rule result replaced. MIMI Farms is the Huron, Ohio greenhouse of Mucci Farms of Kingsville, Ontario (Form 5500 sponsor is Mucci Farms); worldwide headcount not ",https://news.google.com/rss/articles/CBMisgFBVV95cUxNNE9BQTRzeHNvLUliOVhuRm5qbTc2ME1UQ1NHam9uN2lvZzFmeWE3OWtjcTR1bGo3aG54N3RReS11OWRUVE9tM1I4cHc5MDRJdjF0N3I0UnVZY0hOMW1wTkZfMFBWU2RfTERLV3NUeG1zUjNQQnYzd05xZ0dGeEt6Szlnbm5oMU9yRHQ0aXFjaDlaUXFjTkppUlNhUDR1T2NJcXdLZ1BWMm5Na0c4NWlnM0VR0gG3AUFVX3lxTE93cE4wNTdQVGVrMTI2a3M0dUJZLTlDRDM2UTAzM3IxVDgwSFUteXJ3ZzMwbWs3eU5UMGcxVllZZ2ZXOE5PTmtiaGpINHZRMG1xaWhVb2JfSGlnTmw0TzI0alBYN2wta29rQWE4dWtaV0NFc0QxYXh0aHdldGRnUDc2N2tTLWxka1ZqV09wRGo4WDRicXZ0MFA4MWtkaXJVT2pkdGw2UlFreGtuS2p5VXBCVjgzTFZQcw?oc=5,
"Best guess, paid $250K or more","Selman & Company, LLC",600000,Small,Yes,OH,Best guess,"Cleveland.com confirms Selman & Company, an insurance program administrator, is headquartered in Richmond Heights, OH; no Form 5500 record or acquisition news was found to establish an outside parent. JobsOhio's own jobs-retained figure of 125 supports the 100-499 bucket, so this is graded C from a ",https://www.cleveland.com,
"Best guess, paid $250K or more","OMEC Smart Card, LLC",550000,Small,Yes,OH,Best guess,"No news coverage, EDGAR record, or Form 5500 filing was found for OMEC Smart Card LLC beyond JobsOhio's own project metrics, which list zero jobs retained on a new $550,000 Economic Development Grant project. Graded D from those signals alone; bucket picked for a new small technology project with no",https://www.jobsohio.com,
"Best guess, paid $250K or more",United Candle Company LLC,525000,Small,Yes,OH,Best guess,"The Zanesville Times Recorder covered United Candle Company opening a Norwich, OH factory as an independent operation, with no acquirer or outside parent found in any search. JobsOhio's own metrics list zero jobs retained on a modest $125,000 grant, consistent with a small new manufacturing plant.",https://www.jobsohio.com,
"Best guess, paid $250K or more",GetWorkerFit Partners,520000,Small,Yes,OH,Best guess,"No news coverage, company website, EDGAR record, or Form 5500 filing turned up for GetWorkerFit Partners in Newbury, OH, and JobsOhio's own metrics fields are blank for this recipient. Graded D from the recipient's evident small scale (a $520,000 grant with no reported jobs-retained figure) with no ",https://www.jobsohio.com/sitemap.xml,
"Best guess, paid $250K or more",Barry-Wehmiller Companies,510000,Large,No,MO,Best guess,"Stolle Machinery is widely reported as a Barry-Wehmiller Companies business (St. Louis MO, ~12,000 employees), but Stolle's own site and EDGAR full-text search did not confirm the link in this session, so the parent call is a best guess.",https://en.wikipedia.org/wiki/Barry-Wehmiller,
"Best guess, paid $250K or more","Recleim, LLC",510000,Small,No,GA,Best guess,"Inc. magazine profiled Recleim, an Atlanta-based appliance-recycling company founded by Jerry Mackey, as roughly $35 million in revenue with plants in Lima OH and Graniteville SC; no evidence of a larger corporate parent was found.","https://news.google.com/rss/search?q=%22Recleim%22 (Inc.com profile; Waste360 ""Recleim Opens Appliance Recycling Plant in Lima, Ohio"")",
"Best guess, paid $250K or more","Liberty Interactive Corporation (renamed Qurate Retail, Inc. in 2018)",500000,Large,No,CO,Best guess,"Liberty Interactive (QVC's parent, HQ Englewood CO) bought Zulily for $2.4B in 2015; Zulily's last standalone 10-K was filed Feb 2015 and it never filed again, confirming subsidiary status for the 2017 grant, under a parent with well over 5,000 employees. Graded C: Wikipedia is the only source.",https://en.wikipedia.org/wiki/QVC_Group,
"Best guess, paid $250K or more","Drury Hotels Company, LLC",500000,Large,No,MO,Best guess,"Drury Southwest Inc. is a development affiliate of Drury Hotels Company, the Drury family's hotel chain headquartered in St. Louis MO, which operates 150+ hotels and employs several thousand people. Graded C: Wikipedia is the only source.",https://en.wikipedia.org/wiki/Drury_Hotels,
"Best guess, paid $250K or more",Taylor Corporation,500000,Large,No,MN,Best guess,"Taylor Communications is a business unit of Taylor Corporation, a privately held print/communications company founded by Glen Taylor and headquartered in North Mankato MN, widely described as one of the largest private US companies with well over 5,000 employees.",https://en.wikipedia.org/wiki/Taylor_Corporation,
"Best guess, paid $250K or more","Advics Co., Ltd.",500000,Large,No,Japan,Best guess,"Advics Manufacturing Ohio is a US plant of Advics Co., Ltd., a Japan-based brake-systems joint venture majority owned by Aisin (a Fortune Global 500, Toyota Group company) with Denso and Toyota Motor; jobs_retained of 714 at the Lebanon OH plant supports a large worldwide parent. Graded C: Wikipedia",https://en.wikipedia.org/wiki/Aisin,
"Best guess, paid $250K or more",Knorr-Bremse AG,500000,Large,No,Germany,Best guess,"Bendix Commercial Vehicle Systems, based in Elyria OH, is the North American commercial-vehicle brake unit of Knorr-Bremse AG, a German manufacturer with tens of thousands of employees worldwide. Graded C: Wikipedia is the only source.",https://en.wikipedia.org/wiki/Knorr-Bremse,
"Best guess, paid $250K or more",Keller Logistics Group,500000,Large,Yes,OH,Best guess,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Keller Logistics Group; rule result replaced. An affiliate of family-owned Keller Logistics Group (Defiance, OH) from 2018 until its 2022 sale to Universal Pure; Keller's hea",https://kellerlogistics.com/about-keller/company-history/,
"Best guess, paid $250K or more",McBee Supply Corporation,500000,Small,Yes,OH,Best guess,"JobsOhio lists 272 jobs retained in Cleveland, a floor on size, but the company's website domain no longer resolves to the business and no SEC, news, or JobsOhio release could be found naming an owner or worldwide headcount; bucket is a best guess from the jobs-retained floor.","JobsOhio project metrics, jobs_retained_max=272",
"Best guess, paid $250K or more",ProVia,500000,Large,Yes,OH,Best guess,"JobsOhio's release describes ProVia as a privately held Ohio manufacturer of entry doors, windows, siding and roofing, committing 300 new jobs at the Dalton project; no outside owner was found, so ProVia is treated as its own parent, and no exact worldwide headcount was sourced.",https://www.jobsohio.com/newsroom/news-press/provia-continues-to-grow-in-northeast-ohio,
"Best guess, paid $250K or more",The Tomko Company,500000,Small,Yes,OH,Best guess,"Business press profiles owner Michael Tomko's small, owner-operated Columbus historic-building redevelopment company; JobsOhio lists only 12 jobs retained, consistent with a small firm, and no outside parent was found.",JobsOhio jobs_retained_max=12; Columbus Business First profile of owner Michael Tomko's small redevelopment firm,
"Best guess, paid $250K or more",APackaging Group,500000,Small,No,CA,Best guess,"JobsOhio's company profile describes APackaging Group as a privately held cosmetic/beauty packaging manufacturer founded by an industry veteran, with factories in Asia and U.S. contract facilities; no employee count or ownership beyond the founder was found, so size is a best guess.",https://www.jobsohio.com/newsroom/news-press/apackaging-group-builds-new-injection-molding-manufacturing-plant-in-ohio,
"Best guess, paid $250K or more",MB Sheth Ohio LLC,500000,Small,No,NJ,Best guess,"No JobsOhio release, news coverage, company website, or SEC/EDGAR match was found for MB Sheth Ohio LLC or a named parent; graded D from the recipient address alone, with no metrics data available in the input either.","input signals only (Spotswood, NJ recipient address); no independent source found",
"Best guess, paid $250K or more","BWX Technologies, Inc.",475000,Large,No,VA,Best guess,"BWXT Government Group Inc. in Barberton is a subsidiary of BWX Technologies, Inc. (NYSE: BWXT), a large public nuclear-components and fuel supplier headquartered in Lynchburg, Virginia; no exact worldwide headcount for 2020 was sourced, but the company's public scale supports 5000+. Graded C: Wikipe",Wikipedia description of BWX Technologies as a large international nuclear-components supplier (NYSE: BWXT),
"Best guess, paid $250K or more","EVE Energy Co., Ltd.",460124,Large,No,China,Best guess,"Eve Energy North America Corporation is the U.S. R&D subsidiary of EVE Energy Co., Ltd., a publicly listed Chinese battery maker headquartered in Huizhou, Guangdong; its global market position supports a 5000+ worldwide bucket, though no exact FY2024 headcount was found. The Ohio entity itself has o",Wikipedia description of EVE Energy as the world's third-largest energy-storage battery cell maker and a top-10 global EV battery maker,
"Best guess, paid $250K or more",Alpont LLC,450000,Small,Yes,OH,Best guess,"JobsOhio profiles Alpont as an Energy & Chemicals success story in Oregon, Ohio, and the Toledo Blade covered a new Alpont plant for local product distribution, but both pages are JavaScript-rendered and their full text could not be fetched; no parent company, outside headquarters, or employee count",https://www.jobsohio.com/newsroom/ohio-success/alpont,
"Best guess, paid $250K or more",Amcor plc (Amcor Limited at time of grant),400000,Large,No,Switzerland,Best guess,"Amcor Rigid Plastics USA, LLC is a US operating unit of Amcor, a multinational packaging company; at the 2017 grant year (pre-Bemis merger and pre-Jersey redomicile), Amcor Limited was dual-headquartered with its global office in Zurich, Switzerland, and roughly 33,000-35,000 employees worldwide. Gr",https://en.wikipedia.org/api/rest_v1/page/summary/Amcor,
"Best guess, paid $250K or more",Hikma Pharmaceuticals plc,400000,Large,No,United Kingdom,Best guess,"Hikma acquired Roxane Laboratories (renamed West-Ward Pharmaceuticals' Columbus operations) for $2.1B in 2016; Form 5500 sponsor is Hikma Pharmaceuticals USA Inc. (NJ), with participants growing from 1,075 (2015) to 2,274 (2019). Hikma plc, London-listed (FTSE 250), had roughly 8,000-9,000 employees",https://en.wikipedia.org/api/rest_v1/page/summary/Hikma_Pharmaceuticals,
"Best guess, paid $250K or more","Unknown (RealPath Group LLC, unresolved)",400000,Small,Yes,OH,Best guess,"No JobsOhio release, news story, or EDGAR record found for RealPath Group LLC; no metrics fields populated in the source data. Graded from the recipient's own West Chester, OH address as a likely small independent company.",https://www.jobsohio.com/news?search=RealPath,
"Best guess, paid $250K or more",GG Brands Company LLC (The Gorilla Glue Company),400000,Large,Yes,OH,Best guess,"Form 5500 sponsor is GG Brands Company LLC (OH), the Cincinnati-based holding entity for The Gorilla Glue Company's retirement plan; participants rose from 208 (2015) to 521 (2019), and JobsOhio lists 529 jobs retained in 2022. Could not confirm within the search budget whether outside investors hol",https://efts.sec.gov/LATEST/search-index?q=%22GG+Brands%22,
"Best guess, paid $250K or more",Nautic Partners (private equity),400000,Large,No,RI,Best guess,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Nautic Partners (private equity); rule result replaced. PE-owned since 2016 (Wind Point, then Nautic Partners from August 2021) and built into a six-plant platform through ac",https://www.auroraplastics.com/about-us/,
"Best guess, paid $250K or more",Ronfeldt Manufacturing LLC,400000,Small,Yes,OH,Best guess,"No SEC filing, Form 5500, JobsOhio press release, or news coverage found for this Toledo company after EDGAR, JobsOhio sitemap, and Google News searches; treated as a small independent manufacturer on a best guess.",https://www.jobsohio.com/sitemap.xml,
"Best guess, paid $250K or more",MJM Logistics LLC,400000,Small,Yes,OH,Best guess,"LinkedIn lists MJM Logistics as a 2-10 employee trucking/logistics firm in Chillicothe; JobsOhio's 20 jobs-retained figure is a floor, but both signals stay well under 100.",https://www.linkedin.com/company/mjm-logistics-llc,
"Best guess, paid $250K or more",Nuproduce Solutions LLC,400000,Small,No,MI,Best guess,"No EDGAR, Form 5500, JobsOhio release, or news record located for this Grand Rapids MI food/agribusiness company; zero jobs retained signals a new, small operation, graded on a best guess.",https://www.jobsohio.com/sitemap.xml,
"Best guess, paid $250K or more",Steelite International Ltd,400000,Large,No,United Kingdom,Best guess,"Steelite International is a UK tableware maker (Stoke-on-Trent) that describes New Castle, PA as a co-headquarters for its Americas arm; LinkedIn lists company-wide size as 501-1,000, and Form 5500 participants at the US entity grew 89 to 237.",https://en.wikipedia.org/api/rest_v1/page/summary/Steelite_International,
"Best guess, paid $250K or more",Waltco Lift Corp,398543,Small,Yes,OH,Best guess,"LinkedIn shows Waltco as an independent liftgate maker (no parent listed), now headquartered in Streetsboro OH after leaving Tallmadge in 2020, with a self-reported 201-500 employees; 185 jobs retained per JobsOhio supports the lower part of that range.",https://www.linkedin.com/company/waltco,
"Best guess, paid $250K or more","Roper Technologies, Inc.",375000,Large,No,FL,Best guess,"The recipient's EDGAR name, Construction Software Technologies, Inc. (DE inc., OH HQ), is ConstructConnect's legal entity; Roper acquired ConstructConnect in October 2016 for $632 million and reports about 19,400 employees group-wide, so the 2022 grant year is clearly under Roper, while the 2016 gra",https://en.wikipedia.org/wiki/Roper_Technologies,
"Best guess, paid $250K or more",Logoplaste,365000,Large,No,Portugal,Best guess,"Logoplaste is a Portuguese rigid-plastic-packaging maker headquartered in Cascais, Portugal, with a LinkedIn-reported 1,001-5,000 employees; local Lima, Ohio news (LimaOhio.com, March 2023) confirms the plant began production and expanded, with 0 jobs retained reflecting a brand-new facility.",https://www.linkedin.com/company/logoplaste,
"Best guess, paid $250K or more",Borgers Group (Borgers SE & Co. KGaA),350000,Large,No,Germany,Best guess,"Borgers Ohio (Norwalk, auto interior wheel-arch parts) was part of the German Borgers Group during the 2016-2020 grant years; Switzerland's Autoneum agreed to acquire Borgers' automotive business in January 2023, after the grant years, so the 2016-2020 parent remains Borgers Group.",form5500 (input signal: 189-323 participants 2019-2023),
"Best guess, paid $250K or more",Saint-Gobain SA,350000,Large,No,France,Best guess,"CertainTeed is a wholly owned subsidiary of Saint-Gobain SA, headquartered near Paris, France, a company with over 170,000 employees worldwide; the Milan, OH plant received an Economic Development Grant tied to 196 jobs retained. Graded C: Wikipedia is the only source.",https://en.wikipedia.org/api/rest_v1/page/summary/CertainTeed,
"Best guess, paid $250K or more",Symba & Snap Gourmet Foods (self),350000,Small,Yes,OH,Best guess,"No 10-K, F5500, or JobsOhio press release turned up; only generic business-directory profiles for a small Cleveland food company. Bucket is a best guess from company size implied by those listings.","Business-directory listings (Cortera, Bizapedia) for ""Symba & Snap LLC"" / ""Symba & Snap Gourmet Foods, Inc."", Cleveland, OH",
"Best guess, paid $250K or more",Beontag,350000,Large,No,Brazil,Best guess,"Rule R2: own plan under 250 participants, no subsidiary marker in the name, not an SEC registrant. Subsidiary check: owned by Beontag; rule result replaced. Acquired by Brazilian label-materials group Beontag on September 1, 2022, before its 2024 grant; Beontag's headcount bucket is estimated from i",https://www.beontag.com/press-releases/beontag-acquires-technicote-and-marks-its-entry-to-the-north-american-self-adhesive-market/,
"Best guess, paid $250K or more",The Hilsinger Company (Hilco Vision),350000,Large,No,MA,Best guess,"The Hilsinger Company does business as Hilco Vision, based in Plainville, MA; JobsOhio's 2021 release covers its 200-job Fairfield plant. Its U.S. Form 5500 shows 482 participants in 2023, and with the Ohio plant and overseas units (news reports of German and other acquisitions), worldwide staff is ",https://www.hilcovision.com,
"Best guess, paid $250K or more",Pison Stream Solutions (self),337180,Small,Yes,OH,Best guess,"EDGAR shows only Form D private-placement notices, consistent with an independent small shale-tech startup rather than a subsidiary. No employee count is published anywhere found; metrics_jobs_retained_max is 0 for the grant years.","SEC EDGAR company record (edgar_hq_state OH; browse-edgar address Brecksville, OH)",
"Best guess, paid $250K or more",DiGeronimo Companies (self),330000,Small,Yes,OH,Best guess,"DiGeronimo Companies is a multi-generation, family-owned Ohio group (Independence Excavating plus related real-estate and hospitality ventures); no SEC or F5500 record exists since it is privately held, so headcount is a best estimate from press profiles.","Cleveland-area business press (Crain's Cleveland, ScripType Publishing, sbnonline.com) describing DiGeronimo Companies as based in Independence/Brecksville, OH",
"Best guess, paid $250K or more",CodeBlue 360 (self at grant time),301748,Small,Yes,OH,Best guess,"CodeBlue was an insurance-claims/restoration software company that combined with MADSKY and AccuWin to form Accuserve in January 2023, three years after the 2020 grant; no source found confirms size or ownership at grant time, so the bucket is a best guess and should be treated as unresolved.",No F5500 or SEC record found; JobsOhio metrics fields for this recipient are blank,
"Best guess, paid $250K or more",Ace Torwel Inc (self),300000,Small,Yes,OH,Best guess,"Only trade-press mentions of ""Torwel"" as a truck torque-converter remanufacturer were found, with no ownership or size details tied to this Brookville, OH entity; treated as independent given the small Revitalization Grant and no signal of a parent.","Input signal (Brookville, OH); Work Truck Online, ""Torwel Resumes Operations"", referencing the same torque-converter remanufacturing business",
"Best guess, paid $250K or more","Scioto Valley Woodworking, Inc.",300000,Small,Yes,OH,Best guess,"No SEC filing, JobsOhio press release, Form 5500, or news coverage found for this Waverly woodworking company after EDGAR and Google News searches; treated as an independent small manufacturer on a best guess.",https://www.jobsohio.com/sitemap.xml (no dedicated release found),
"Best guess, paid $250K or more","GTL Lumber, Inc.",300000,Small,Yes,OH,Best guess,"Ironton Tribune reported GTL Lumber bought Muth Lumber in Dec 2019 and added 19 jobs, matching JobsOhio's 18 jobs-retained figure; no outside parent company found.","https://www.irontontribune.com (""Company purchases Muth Lumber: GTL Lumber upgrades facility, adds 19 jobs"", Dec 11 2019)",
"Best guess, paid $250K or more","American Nuts, Inc.",300000,Small,No,CA,Best guess,"American Nuts was independently/family owned during the 2021 grant year and headquartered in Sylmar CA; it was acquired by a Gauge Capital-backed platform in April 2022, after the grant year, so the PE owner is noted but not treated as parent. No employee total was found; bucket is a best guess for ","Kroll M&A advisory release on the April 2022 sale of DSD Merchandisers LLC to American Nuts Inc, a Gauge Capital LLC portfolio company",
"Best guess, paid $250K or more","International Cushioning Company, LLC",300000,Small,No,NJ,Best guess,"JobsOhio's release describes ICC as an independent, 50+ year old commercial packaging manufacturer with existing NJ, TX and NC plants and no named parent; the new Fremont OH plant added 75 jobs, but no company-wide employee total was published.",https://www.jobsohio.com/newsroom/news-press/international-cushioning-company-will-serve-regional-customers-with-new-ohio-location,
"Best guess, paid $250K or more","Nehemiah Manufacturing Company, LLC",300000,Small,Yes,OH,Best guess,"Nehemiah Manufacturing is an independently owned, second-chance-hiring consumer goods maker founded in Cincinnati in 2009 with no outside corporate parent; 125 jobs retained per JobsOhio and known headcount growth support the 100-499 bucket.","Cincinnati Enquirer, ""Nehemiah Manufacturing was his second venture. It became his workers' second chance""",
"Best guess, paid $250K or more",North Point Leasing Corp,300000,Small,Yes,OH,Best guess,"No JobsOhio project metrics, SEC filing, or news coverage found for this Mayfield Heights leasing company after EDGAR and Google News searches; treated as a small independent company on a best guess.","no SEC filing, JobsOhio release, or news coverage found",
"Best guess, paid $250K or more","Cerelia (Cerelia Bakery USA, Inc.)",300000,Large,No,France,Best guess,"JobsOhio's own release identifies Cerelia as ""France-based"" and describes the Whitehall plant as a $29.2M, 150,000 sq ft investment adding 40 jobs (80 retained); Cerelia Group operates multiple plants across the US and Europe, supporting a mid-size 500-4999 bucket, but no exact global headcount was ",https://www.jobsohio.com/newsroom/news-press/france-based-cerelia-will-grow-within-ohios-strong-food-industry,
"Best guess, paid $250K or more","Charles River Laboratories International, Inc.",300000,Large,No,MA,Best guess,"The recipient EIN traces to WIL Research Laboratories LLC (Ashland, OH; f5500 635 participants in 2015), acquired by Charles River Laboratories International (NYSE: CRL) in 2016; Charles River is headquartered in Wilmington, MA with about 20,000 employees worldwide, and its own 2022 JobsOhio release",https://en.wikipedia.org/wiki/Charles_River_Laboratories,
"Best guess, paid $250K or more",J and M Holdings LLC,300000,Small,No,CO,Best guess,"No JobsOhio project metrics, SEC filing, or news coverage found for this Aurora, Colorado-registered holding company after EDGAR and Google News searches; treated as its own small parent on a best guess.","no SEC filing, JobsOhio release, or news coverage found",
"Best guess, paid $250K or more",Wright Warehousing Inc,290000,Small,Yes,OH,Best guess,"No JobsOhio project metrics, SEC filing, or news coverage found for this Lima, Ohio warehousing company after EDGAR and Google News searches; treated as a small independent company on a best guess.","no SEC filing, JobsOhio release, or news coverage found",
"Best guess, paid $250K or more",MFM Building Products Corp.,275000,Small,Yes,OH,Best guess,"MFM Building Products Corp. is headquartered at the Coshocton address itself, manufacturing waterproofing membranes since 1961, with no outside parent found. Only a 70-job retention floor was available, so the bucket is a guess above that floor.",JobsOhio metrics_jobs_retained_max of 70 at the Coshocton site; no independent employee count found,
"Best guess, paid $250K or more",King's Command Foods LLC,250000,Small,No,CA,Best guess,"King's Command Foods is a specialty meat-topping producer generally associated with Anaheim, California, but no source fetched this session confirmed a headquarters address or an outside corporate parent. The bucket is a guess above the 47-job Versailles retention floor.","JobsOhio metrics_jobs_retained_max of 47 at the Versailles, OH plant; no independent worldwide employee count found",
"Best guess, paid $250K or more",Peter Cremer Group,250000,Large,No,Germany,Best guess,Peter Cremer North America LP is the US arm of the German Peter Cremer oleochemicals group; a skeptical reader should note the German parent link here rests on the company's name and industry pattern rather than a source fetched this session. The Cincinnati entity's own Form 5500 plan had 326-388 pa,"Form 5500 participants 2019 (326) and 2023 (388) for the Cincinnati entity alone; Peter Cremer is a multi-site oleochemicals group with German, US and other operations",
"Best guess, paid $250K or more",Beam Technologies Inc. (Beam Benefits),250000,Small,Yes,OH,Best guess,"Beam is a privately held, Columbus-based insurtech (now Beam Benefits) that JobsOhio said more than tripled its workforce; no exact worldwide headcount was found so the bucket is an estimate from company stage and grant size.",https://www.beam.dental/about; JobsOhio release headline (workforce more than tripled around the 2020 grant),
"Best guess, paid $250K or more","Kuraray Co., Ltd.",250000,Large,No,Japan,Best guess,"Kuraray, a large Japanese chemicals manufacturer, acquired Calgon Carbon for $1.1 billion in 2018, before the 2020 grant. The input's EDGAR name match (R.R. Donnelley) is an unrelated EIN-reuse mismatch, not Calgon Carbon's own filing. Graded C: Wikipedia is the only source.",https://en.wikipedia.org/wiki/Kuraray,
"Best guess, paid $250K or more","Körber AG (Schleifring / machine-tools division, operating United Grinding Group)",250000,Large,No,Germany,Best guess,"United Grinding North America is the US arm of United Grinding Group, part of German holding company Körber AG's machine-tools business at the time of the 2020 grant (the grinding unit merged with GF Machining Solutions in 2024). Körber employs well over 5,000 people worldwide. Graded C: Wikipedia i",https://en.wikipedia.org/wiki/K%C3%B6rber,
"Best guess, paid $250K or more","White Castle Management Co. (privately held, Ingram family)",250000,Large,Yes,OH,Best guess,"White Castle is a privately held, family-owned chain headquartered in Columbus, Ohio (founded 1921 in Wichita, Kansas); no exact worldwide headcount was found, but a chain of roughly 345 restaurants typically employs well over 5,000 people.",https://en.wikipedia.org/wiki/White_Castle_(restaurant),
"Best guess, paid $250K or more",Kyocera Corporation,250000,Large,No,Japan,Best guess,"Kyocera SGS Precision Tools is a US subsidiary of Kyocera Corporation, a Japanese multinational that files 20-F annual reports with the SEC and employs tens of thousands worldwide. The Ohio entity's own Form 5500 plan (297-470 participants) is far smaller than the parent. Graded C: Wikipedia is the ","SEC EDGAR CIK 0000057083 (Kyocera Corp, 20-F foreign private issuer filer); https://en.wikipedia.org/wiki/Kyocera",
"Best guess, paid $250K or more","Nippon Paint Holdings Co., Ltd.",250000,Large,No,Japan,Best guess,"Nippon Paint Automotive Americas is a US unit of Nippon Paint Holdings, ranked the world's fourth-largest paint maker by revenue. No Ohio-specific size signals were in the input, so this rests on the parent's public profile. Graded C: Wikipedia is the only source.",https://en.wikipedia.org/wiki/Nippon_Paint,
